,sensor_id,latitude,longitude,season
54,B8D61ABC1F24,40.793251162790696,-111.9306930232558,2024Summer
55,B8D61ABC26B0,40.7955,-111.931,2024Summer
56,B8D61ABC26CC,40.77680000000001,-111.9459,2024Summer
57,B8D61ABC26D8,40.7954,-111.931,2024Summer
58,B8D61ABC26E8,40.6959,-112.08830000000002,2024Summer
59,B8D61ABC289C,40.7934,-111.9306,2024Summer
60,B8D61ABC2910,40.575500000000005,-111.8874,2024Summer
61,B8D61ABC2918,40.787200000000006,-111.9238,2024Summer
62,B8D61ABC7FBC,40.11359999999999,-111.6623,2024Summer
63,B8D61ABC8258,40.51809999999999,-111.8684,2024Summer
64,B8D61ABC826C,40.02712212389381,-111.7361557522124,2024Summer
65,B8D61ABC8280,40.7871,-111.92390000000002,2024Summer
66,B8D61ABC8284,40.7955,-111.93090833333332,2024Summer
67,B8D61ABC8288,40.7595,-111.9191,2024Summer
68,B8D61ABC82A4,40.75940000000001,-111.919,2024Summer
69,B8D61ABC82AC,40.226000000000006,-112.7476,2024Summer
70,1097BD3AE1F4,40.78710909090909,-111.92380454545454,2024winter
71,1097BD3AE3EC,40.67520833333333,-111.9895,2024winter
72,1097BD3AF388,40.784866666666666,-111.92127333333332,2024winter
73,1097BD3AF590,40.788375,-111.93867166666668,2024winter
74,1097BD3AF6F8,40.7614,-111.9205,2024winter
75,1097BD3AFD38,40.739360000000005,-111.9155075,2024winter
76,1097BD3B01C8,40.75276,-111.921348,2024winter
77,1097BD3B0A78,40.76591355932204,-111.87982881355931,2024winter
78,1097BD3B0ED4,40.758005,-111.9218,2024winter
79,1097BD3B1560,40.774562711864405,-111.91344067796612,2024winter
80,1097BD3B1744,40.779,-111.9287,2024winter
81,1097BD3B5330,40.779316666666666,-111.9149,2024winter
82,B8D61ABC1884,40.6186,-111.8674,2024winter
83,B8D61ABC1894,40.113,-111.6621,2024winter
84,B8D61ABC18C0,41.2505,-111.95,2024winter
85,B8D61ABC18CC,40.54838067226891,-111.8607,2024winter
86,B8D61ABC18D4,40.05929999999999,-111.6784,2024winter
87,B8D61ABC18D8,40.6105,-111.8277,2024winter
88,B8D61ABC18E8,40.1564,-111.5907,2024winter
89,B8D61ABC1918,40.7955,-111.9437,2024winter
90,B8D61ABC193C,38.9998,-110.17170000000002,2024winter
91,B8D61ABC1950,40.787200000000006,-111.9237,2024winter
92,B8D61ABC1984,40.6261,-112.3024,2024winter
93,B8D61ABC1994,40.1091756302521,-111.61604957983194,2024winter
94,B8D61ABC1B20,40.7996,-111.9255,2024winter
95,B8D61ABC1B38,40.5278,-112.3079,2024winter
96,B8D61ABC1B44,40.6788,-112.0027,2024winter
97,B8D61ABC1B50,40.5981,-112.4595,2024winter
98,B8D61ABC1C0C,40.793036666666666,-111.94387333333331,2024winter
99,B8D61ABC1C28,37.03880000000001,-112.5299,2024winter
100,B8D61ABC1EE0,40.77689833333333,-111.94580166666668,2024winter
101,B8D61ABC1EF8,41.21078333333333,-111.94725,2024winter
102,B8D61ABC1F24,40.718,-111.9513,2024winter
103,B8D61ABC26B0,38.9998,-110.17170000000002,2024winter
104,B8D61ABC26D8,40.79291428571429,-111.94424285714284,2024winter
105,B8D61ABC26E8,40.695962135922336,-112.08827572815534,2024winter
106,B8D61ABC289C,40.75940000000001,-111.9191,2024winter
107,B8D61ABC2910,40.5755,-111.887,2024winter
108,B8D61ABC2918,40.803,-111.94339999999998,2024winter
109,B8D61ABC7FBC,40.7366,-114.03753333333331,2024winter
110,B8D61ABC8258,40.5181,-111.8685,2024winter
111,B8D61ABC826C,40.0271,-111.7354,2024winter
112,B8D61ABC8280,40.7479,-111.9327,2024winter
113,B8D61ABC8284,40.7413,-111.9124,2024winter
114,B8D61ABC8288,40.7933,-111.9306,2024winter
115,B8D61ABC82A4,40.7323,-112.2104,2024winter
116,B8D61ABC82AC,40.22612268907564,-112.7479537815126,2024winter
117,1097BD3AE3EC,40.6752,-111.989425,2025Spring
118,1097BD3AF388,40.78489833333333,-111.92124333333332,2025Spring
119,1097BD3AF590,40.78849,-111.938555,2025Spring
120,1097BD3AF6F8,40.76140508474576,-111.92036779661017,2025Spring
121,1097BD3AFD38,40.73938823529412,-111.91552352941176,2025Spring
122,1097BD3B01C8,40.75293833333333,-111.92128666666666,2025Spring
123,1097BD3B0A78,40.76587,-111.87959666666669,2025Spring
124,1097BD3B0ED4,40.758005,-111.9218,2025Spring
125,1097BD3B1560,40.774595,-111.91343833333332,2025Spring
126,1097BD3B1744,40.77901020408164,-111.9287,2025Spring
127,1097BD3B5330,40.77933,-111.914785,2025Spring
128,B8D61ABC1884,40.61865,-111.86765,2025Spring
129,B8D61ABC1894,40.11300000000001,-111.6612,2025Spring
130,B8D61ABC18C0,41.2498,-111.9481,2025Spring
131,B8D61ABC18D4,40.0593724137931,-111.67860689655171,2025Spring
132,B8D61ABC18D8,40.6105,-111.8279,2025Spring
133,B8D61ABC18E8,40.1568,-111.5918,2025Spring
134,B8D61ABC1918,40.79554666666666,-111.94381666666666,2025Spring
135,B8D61ABC1950,40.695800000000006,-112.08838888888889,2025Spring
136,B8D61ABC1958,40.5483,-111.8607,2025Spring
137,B8D61ABC1984,40.6264,-112.3021,2025Spring
138,B8D61ABC1994,40.1093,-111.6161,2025Spring
139,B8D61ABC1B38,40.52770000000001,-112.3082,2025Spring
140,B8D61ABC1B44,40.6788,-112.00286,2025Spring
141,B8D61ABC1B50,40.597,-112.4597,2025Spring
142,B8D61ABC1C0C,40.695800000000006,-112.0883,2025Spring
143,B8D61ABC1C28,41.2107,-111.9472,2025Spring
144,B8D61ABC1F24,40.7177,-111.9515,2025Spring
145,B8D61ABC26B0,40.7994,-111.92650000000002,2025Spring
146,B8D61ABC26D8,40.79280000000001,-111.94429999999998,2025Spring
147,B8D61ABC26E8,40.695800000000006,-112.0883,2025Spring
148,B8D61ABC289C,40.7595,-111.9194,2025Spring
149,B8D61ABC2910,40.57547457627119,-111.8872127118644,2025Spring
150,B8D61ABC2918,40.80319999999999,-111.94339999999998,2025Spring
151,B8D61ABC7FBC,40.7366,-114.0378,2025Spring
152,B8D61ABC8258,40.51809999999999,-111.8684,2025Spring
153,B8D61ABC826C,40.02719999999999,-111.7358,2025Spring
154,B8D61ABC8280,40.7481,-111.93300000000002,2025Spring
155,B8D61ABC8284,40.74124666666667,-111.91245333333332,2025Spring
156,B8D61ABC82A4,40.73239999999999,-112.2109,2025Spring
157,B8D61ABC82AC,40.22560000000001,-112.748,2025Spring
158,1097BD3AE3EC,40.675215,-111.98942833333334,2025Summer
159,1097BD3AF388,40.7849,-111.92129,2025Summer
160,1097BD3AF590,40.78841166666667,-111.93858666666668,2025Summer
161,1097BD3AF6F8,40.761408333333335,-111.92049833333334,2025Summer
162,1097BD3AFD38,40.73936833333334,-111.91553666666668,2025Summer
163,1097BD3B01C8,40.75293333333333,-111.92146499999998,2025Summer
164,1097BD3B0A78,40.76591333333333,-111.87975333333334,2025Summer
165,1097BD3B0ED4,40.75801833333333,-111.92180666666668,2025Summer
166,1097BD3B1560,40.774593220338986,-111.91359830508476,2025Summer
167,1097BD3B5330,40.779316666666666,-111.91488833333332,2025Summer
168,A0DD6C020E98,40.744240000000005,-111.83584,2025Summer
169,A0DD6C020F08,40.71057254901961,-111.84072745098038,2025Summer
170,A0DD6C020F60,40.7455,-111.8835,2025Summer
171,A0DD6C020F70,40.7419,-111.846,2025Summer
172,A0DD6C02106C,40.77015833333334,-111.85759166666668,2025Summer
173,A0DD6C0210F8,40.359425,-111.72618333333334,2025Summer
174,B8D61ABC1884,40.61871864406779,-111.8675186440678,2025Summer
175,B8D61ABC1894,40.1132,-111.6618,2025Summer
176,B8D61ABC18B8,40.7593,-111.9196,2025Summer
177,B8D61ABC18C0,41.2498,-111.94920000000002,2025Summer
178,B8D61ABC18CC,40.8025,-111.948,2025Summer
179,B8D61ABC18D0,40.8041,-111.9466,2025Summer
180,B8D61ABC18D4,40.0587,-111.6791,2025Summer
181,B8D61ABC18D8,40.6104,-111.828,2025Summer
182,B8D61ABC18E8,40.1565,-111.5912,2025Summer
183,B8D61ABC1918,40.7954,-111.9437,2025Summer
184,B8D61ABC191C,40.7817,-111.9347,2025Summer
185,B8D61ABC1950,40.695940677966114,-112.0883186440678,2025Summer
186,B8D61ABC1958,40.5484,-111.8607,2025Summer
187,B8D61ABC1984,40.7216,-111.8109,2025Summer
188,B8D61ABC1994,40.10929661016948,-111.616,2025Summer
189,B8D61ABC19B4,40.799400000000006,-111.9258,2025Summer
190,B8D61ABC1B38,40.52770000000001,-112.308,2025Summer
191,B8D61ABC1B3C,40.7394,-111.9299,2025Summer
192,B8D61ABC1B44,40.67886,-112.00292,2025Summer
193,B8D61ABC1B50,40.5982,-112.4596,2025Summer
194,B8D61ABC1B60,40.738713043478256,-111.9303,2025Summer
195,B8D61ABC1C0C,40.7934,-111.9306,2025Summer
196,B8D61ABC1C28,41.2108,-111.9469,2025Summer
197,B8D61ABC1F24,40.7178,-111.9516,2025Summer
198,B8D61ABC26B0,40.799400000000006,-111.9258,2025Summer
199,B8D61ABC26D8,40.793,-111.9441,2025Summer
200,B8D61ABC2910,40.57540000000001,-111.8874,2025Summer
201,B8D61ABC2918,40.8031,-111.9432,2025Summer
202,B8D61ABC7FBC,40.73680000000001,-114.0377,2025Summer
203,B8D61ABC8258,40.518,-111.8685,2025Summer
204,B8D61ABC826C,40.027,-111.7358,2025Summer
205,B8D61ABC8280,40.748000000000005,-111.9327705882353,2025Summer
206,B8D61ABC8284,40.7413,-111.91242666666668,2025Summer
207,B8D61ABC8288,40.69589852941176,-112.0883661764706,2025Summer
208,B8D61ABC82A4,40.7323,-112.2104,2025Summer
209,B8D61ABC82BC,40.76631428571428,-111.8797857142857,2025Summer
210,CC7B5C3B0368,40.6263,-112.3019,2025Summer
211,CC7B5C3B0388,40.22587931034483,-112.74782068965516,2025Summer
212,1097BD3AE3EC,40.67521,-111.989445,2025Winter
213,1097BD3AF388,40.7849,-111.9212,2025Winter
214,1097BD3AF590,40.78846833333333,-111.93870166666666,2025Winter
215,1097BD3AF6F8,40.761406666666666,-111.92042,2025Winter
216,1097BD3AFD38,40.73934,-111.91547833333334,2025Winter
217,1097BD3B01C8,40.7529,-111.92145333333332,2025Winter
218,1097BD3B0A78,40.715275,-111.8128,2025Winter
219,1097BD3B0ED4,40.758006666666674,-111.9218,2025Winter
220,1097BD3B1560,40.77460000000001,-111.91368666666668,2025Winter
221,1097BD3B5330,40.77928166666666,-111.91484333333332,2025Winter
222,A0DD6C020E98,40.7443,-111.8358,2025Winter
223,A0DD6C020F08,40.7105,-111.8405,2025Winter
224,A0DD6C020F60,40.74539999999999,-111.8835,2025Winter
225,A0DD6C020F70,40.742,-111.8461,2025Winter
226,A0DD6C02106C,40.7705,-111.8578,2025Winter
227,A0DD6C0210F8,40.359300000000005,-111.7264,2025Winter
228,B8D61ABC1884,40.62010000000001,-111.8726,2025Winter
229,B8D61ABC18B8,40.75940000000001,-111.9191,2025Winter
230,B8D61ABC18C0,41.2499,-111.9487,2025Winter
231,B8D61ABC18CC,40.6262,-112.3022,2025Winter
232,B8D61ABC18D0,40.804344444444446,-111.9465388888889,2025Winter
233,B8D61ABC18D4,40.05939310344827,-111.67795172413794,2025Winter
234,B8D61ABC18D8,40.6103,-111.8284,2025Winter
235,B8D61ABC18E8,40.1559775862069,-111.59177586206896,2025Winter
236,B8D61ABC191C,40.7818,-111.93469491525424,2025Winter
237,B8D61ABC1958,40.5485,-111.8608,2025Winter
238,B8D61ABC1984,40.734100000000005,-111.8612,2025Winter
239,B8D61ABC1994,40.1092,-111.6162,2025Winter
240,B8D61ABC19B4,40.7997,-111.9255,2025Winter
241,B8D61ABC1B14,37.6643,-113.072,2025Winter
242,B8D61ABC1B38,40.527905,-112.30818,2025Winter
243,B8D61ABC1B3C,40.7394,-111.9303,2025Winter
244,B8D61ABC1B44,40.6788,-112.0028,2025Winter
245,B8D61ABC1B50,40.5487,-111.8616,2025Winter
246,B8D61ABC1B60,40.7929,-111.944,2025Winter
247,B8D61ABC1B74,40.7279,-111.8812,2025Winter
248,B8D61ABC1EE0,40.54880000000001,-111.8616,2025Winter
249,B8D61ABC1F24,40.718,-111.9513,2025Winter
250,B8D61ABC26E8,40.7342,-111.8608,2025Winter
251,B8D61ABC289C,40.79545333333333,-111.94428333333332,2025Winter
252,B8D61ABC2910,40.575,-111.8877,2025Winter
253,B8D61ABC2918,40.8033,-111.9436,2025Winter
254,B8D61ABC7FBC,40.7367,-114.0377,2025Winter
255,B8D61ABC8258,40.51816949152542,-111.86841525423728,2025Winter
256,B8D61ABC826C,40.0271,-111.7359,2025Winter
257,B8D61ABC8280,40.74796101694916,-111.9328,2025Winter
258,B8D61ABC8284,40.7412,-111.9124,2025Winter
259,B8D61ABC8288,40.695800000000006,-112.08830000000002,2025Winter
260,B8D61ABC82A4,40.7322,-112.2104,2025Winter
261,B8D61ABC82AC,41.2109,-111.9472,2025Winter
262,B8D61ABC82B8,40.7933,-111.9306,2025Winter
263,B8D61ABC82BC,40.7659,-111.8797,2025Winter
264,CC7B5C3B0368,40.59810000000001,-112.4598,2025Winter
265,CC7B5C3B0388,40.734100000000005,-111.861,2025Winter
